"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
7 Jan 2027 04:49:36.281,7 Jan 2027 05:51:07.859,3691.578,4 Jan 2027 02:49:54.460,4 Jan 2027 02:50:04.108,9.648,7 Jan 2027 04:15:31.309,7 Jan 2027 04:49:26.492,2035.183
7 Jan 2027 06:25:22.460,7 Jan 2027 07:26:54.087,3691.627,4 Jan 2027 03:24:01.734,4 Jan 2027 03:24:11.493,9.758,7 Jan 2027 05:51:17.539,7 Jan 2027 06:25:12.670,2035.131
7 Jan 2027 08:01:08.635,7 Jan 2027 09:02:40.316,3691.681,4 Jan 2027 04:25:40.717,4 Jan 2027 04:25:50.365,9.648,7 Jan 2027 07:27:03.769,7 Jan 2027 08:00:58.846,2035.078
7 Jan 2027 09:36:54.811,7 Jan 2027 10:38:26.543,3691.732,4 Jan 2027 04:59:47.940,4 Jan 2027 04:59:57.697,9.757,7 Jan 2027 09:02:49.997,7 Jan 2027 09:36:45.020,2035.023
7 Jan 2027 11:12:40.988,7 Jan 2027 12:14:12.769,3691.781,4 Jan 2027 06:01:26.971,4 Jan 2027 06:01:36.622,9.650,7 Jan 2027 10:38:36.224,7 Jan 2027 11:12:31.197,2034.972
7 Jan 2027 12:48:27.162,7 Jan 2027 13:49:58.995,3691.833,4 Jan 2027 06:35:34.141,4 Jan 2027 06:35:43.901,9.760,7 Jan 2027 12:14:22.451,7 Jan 2027 12:48:17.370,2034.918
7 Jan 2027 14:24:13.338,7 Jan 2027 15:25:45.220,3691.882,4 Jan 2027 07:37:13.226,4 Jan 2027 07:37:22.876,9.650,7 Jan 2027 13:50:08.678,7 Jan 2027 14:24:03.543,2034.866
7 Jan 2027 15:59:59.510,7 Jan 2027 17:01:31.443,3691.933,4 Jan 2027 08:11:20.345,4 Jan 2027 08:11:30.105,9.760,7 Jan 2027 15:25:54.904,7 Jan 2027 15:59:49.717,2034.813
7 Jan 2027 17:35:45.682,7 Jan 2027 18:37:17.667,3691.985,4 Jan 2027 09:12:59.482,4 Jan 2027 09:13:09.131,9.649,7 Jan 2027 17:01:41.128,7 Jan 2027 17:35:35.888,2034.761
7 Jan 2027 19:11:31.856,7 Jan 2027 20:13:03.892,3692.035,4 Jan 2027 09:47:06.545,4 Jan 2027 09:47:16.308,9.763,7 Jan 2027 18:37:27.352,7 Jan 2027 19:11:22.063,2034.711
7 Jan 2027 20:47:18.030,7 Jan 2027 21:48:50.114,3692.085,4 Jan 2027 10:48:45.735,4 Jan 2027 10:48:55.386,9.651,7 Jan 2027 20:13:13.578,7 Jan 2027 20:47:08.235,2034.657
7 Jan 2027 22:23:04.202,7 Jan 2027 23:24:36.337,3692.135,4 Jan 2027 11:22:52.748,4 Jan 2027 11:23:02.508,9.760,7 Jan 2027 21:48:59.801,7 Jan 2027 22:22:54.404,2034.603
7 Jan 2027 23:58:50.371,8 Jan 2027 00:00:00.000,69.629,4 Jan 2027 12:24:31.988,4 Jan 2027 12:24:41.640,9.652,7 Jan 2027 23:24:46.024,7 Jan 2027 23:58:40.574,2034.551
,,,4 Jan 2027 12:58:38.949,4 Jan 2027 12:58:48.711,9.762,,,
,,,4 Jan 2027 14:00:18.241,4 Jan 2027 14:00:27.895,9.654,,,
,,,4 Jan 2027 14:34:25.147,4 Jan 2027 14:34:34.910,9.763,,,
,,,4 Jan 2027 15:36:04.494,4 Jan 2027 15:36:14.148,9.653,,,
,,,4 Jan 2027 16:10:11.350,4 Jan 2027 16:10:21.112,9.762,,,
,,,4 Jan 2027 17:11:50.746,4 Jan 2027 17:12:00.400,9.654,,,
,,,4 Jan 2027 17:45:57.545,4 Jan 2027 17:46:07.310,9.764,,,
,,,4 Jan 2027 18:47:36.997,4 Jan 2027 18:47:46.651,9.655,,,
,,,4 Jan 2027 19:21:43.743,4 Jan 2027 19:21:53.511,9.768,,,
,,,4 Jan 2027 20:23:23.247,4 Jan 2027 20:23:32.902,9.655,,,
,,,4 Jan 2027 20:57:29.943,4 Jan 2027 20:57:39.707,9.764,,,
,,,4 Jan 2027 21:59:09.496,4 Jan 2027 21:59:19.152,9.656,,,
,,,4 Jan 2027 22:33:16.138,4 Jan 2027 22:33:25.906,9.768,,,
,,,4 Jan 2027 23:34:55.746,4 Jan 2027 23:35:05.403,9.657,,,
,,,5 Jan 2027 00:09:02.336,5 Jan 2027 00:09:12.103,9.767,,,
,,,5 Jan 2027 01:10:41.995,5 Jan 2027 01:10:51.652,9.657,,,
,,,5 Jan 2027 01:44:48.532,5 Jan 2027 01:44:58.297,9.766,,,
,,,5 Jan 2027 02:46:28.241,5 Jan 2027 02:46:37.899,9.658,,,
,,,5 Jan 2027 03:20:34.728,5 Jan 2027 03:20:44.494,9.767,,,
,,,5 Jan 2027 04:22:14.489,5 Jan 2027 04:22:24.149,9.660,,,
,,,5 Jan 2027 04:56:20.922,5 Jan 2027 04:56:30.691,9.769,,,
,,,5 Jan 2027 05:58:00.735,5 Jan 2027 05:58:10.396,9.661,,,
,,,5 Jan 2027 06:32:07.117,5 Jan 2027 06:32:16.885,9.768,,,
,,,5 Jan 2027 07:33:46.983,5 Jan 2027 07:33:56.643,9.660,,,
,,,5 Jan 2027 08:07:53.308,5 Jan 2027 08:08:03.080,9.772,,,
,,,5 Jan 2027 09:09:33.228,5 Jan 2027 09:09:42.889,9.661,,,
,,,5 Jan 2027 09:43:39.503,5 Jan 2027 09:43:49.273,9.770,,,
,,,5 Jan 2027 10:45:19.473,5 Jan 2027 10:45:29.135,9.661,,,
,,,5 Jan 2027 11:19:25.694,5 Jan 2027 11:19:35.467,9.773,,,
,,,5 Jan 2027 12:21:05.716,5 Jan 2027 12:21:15.380,9.663,,,
